English words/sentences,French words/sentences
You're back again.,Tu es ?ˇ nouveau de retour.
You're back again.,Vous ?¶tes ?ˇ nouveau de retour.
You're contagious.,Tu es contagieux.
You're contagious.,Tu es contagieuse.
You're contagious.,Vous ?¶tes contagieux.
You're contagious.,Vous ?¶tes contagieuse.
You're contagious.,Vous ?¶tes contagieuses.
You're courageous.,Tu es courageux.
You're courageous.,Tu es courageuse.
You're diplomatic.,Tu as de la diplomatie.
You're disgusting.,Tu es d??go?Øtant.
You're disgusting.,Tu es d??go?Øtante.
You're disgusting.,Vous ?¶tes d??go?Øtant.
You're disgusting.,Vous ?¶tes d??go?Øtante.
You're disgusting.,Vous ?¶tes d??go?Øtants.
You're disgusting.,Vous ?¶tes d??go?Øtantes.
You're free to go.,T'es libre d'y aller.
You're free to go.,T'es libre de t'en aller.
You're free to go.,Vous ?¶tes libre d'y aller.
You're free to go.,Vous ?¶tes libres d'y aller.
You're free to go.,Vous ?¶tes libre de vous en aller.
You're free to go.,Vous ?¶tes libres de vous en aller.
You're half right.,Vous avez ?ˇ moiti?? raison.
You're half right.,Tu as ?ˇ moiti?? raison.
You're here early.,Tu es l?ˇ t??t.
You're here early.,Tu viens t??t.
You're hurting me.,Tu me fais mal !
You're hurting me.,Vous me faites mal !
You're incredible.,Tu es incroyable.
You're incredible.,Vous ?¶tes incroyable.
You're incredible.,Vous ?¶tes incroyables.
You're just a boy.,Tu n'es qu'un enfant.
You're just a kid.,Tu n'es qu'un enfant.
You're just tired.,Tu es juste fatigu??.
You're killing me.,Tu me tues.
You're killing me.,Vous me tuez.
You're not normal.,Vous n'?¶tes pas normal.
You're not normal.,Vous n'?¶tes pas normale.
You're not normal.,Vous n'?¶tes pas normaux.
You're not normal.,Vous n'?¶tes pas normales.
You're not normal.,Tu n'es pas normal.
You're not normal.,Tu n'es pas normale.
You're overworked.,Tu es surmen??.
You're overworked.,Tu es surmen??e.
You're overworked.,Vous ?¶tes surmen??e.
You're overworked.,Vous ?¶tes surmen??es.
You're overworked.,Vous ?¶tes surmen??.
You're overworked.,Vous ?¶tes surmen??s.
You're particular.,Tu es particulier.
You're productive.,Tu es productif.
You're productive.,Tu es productive.
You're productive.,Vous ?¶tes productif.
You're productive.,Vous ?¶tes productifs.
You're productive.,Vous ?¶tes productive.
You're productive.,Vous ?¶tes productives.
You're quite safe.,Vous ?¶tes en s??curit??.
You're quite safe.,Vous ne risquez rien.
You're quite safe.,Tu es en s?Øret??.
You're quite safe.,Tu ne risques rien.
You're remarkable.,Tu es remarquable.
"You're right, Tom.","Vous avez raison, Tom."
You're scaring me.,Tu me fais peur.
You're so serious.,Tu es si s??rieux.
You're so serious.,Tu es si s??rieuse.
You're so serious.,Vous ?¶tes si s??rieux.
You're so serious.,Vous ?¶tes si s??rieuse.
You're so serious.,Vous ?¶tes si s??rieuses.
You're surrounded.,Tu es cern??.
You're surrounded.,Vous ?¶tes cern??s.
You're surrounded.,Vous ?¶tes cern??es.
You're surrounded.,Vous ?¶tes cern??.
You're surrounded.,Vous ?¶tes cern??e.
You're surrounded.,Tu es cern??e.
You're telling me.,C'est toi qui me le dis.
You're the expert.,C'est toi l'expert.
You're the expert.,C'est vous l'experte.
You're the leader.,Vous ?¶tes le chef.
You're the leader.,Tu es le chef.
You're the leader.,Tu es la chef.
You're the leader.,Vous ?¶tes la chef.
You're the leader.,C'est toi le chef.
You're the leader.,C'est toi la chef.
You're the leader.,C'est vous le chef.
You're the leader.,C'est vous la chef.
You're the master.,Vous ?¶tes le ma??tre.
You're the master.,Vous ?¶tes la ma??tresse.
You're the master.,Tu es le ma??tre.
You're the master.,Tu es la ma??tresse.
You're the master.,C'est toi le ma??tre.
You're the master.,C'est toi la ma??tresse.
You're the master.,C'est vous le ma??tre.
You're the master.,C'est vous la ma??tresse.
You're the oldest.,Vous ?¶tes le plus vieux.
You're the oldest.,Vous ?¶tes le doyen.
You're the oldest.,Vous ?¶tes la plus vieille.
You're the oldest.,Vous ?¶tes la doyenne.
You're the oldest.,Tu es le doyen.
You're the oldest.,Tu es la doyenne.
You're the oldest.,Tu es la plus vieille.
You're the oldest.,Tu es le plus vieux.
You're the oldest.,C'est toi le plus vieux.
You're the oldest.,C'est toi la plus vieille.
You're the oldest.,C'est vous la plus vieille.
You're the oldest.,C'est toi la doyenne.
You're the oldest.,C'est vous le plus vieux.
You're the oldest.,C'est toi le doyen.
You're the oldest.,C'est vous le doyen.
You're the oldest.,C'est vous la doyenne.
You're the oldest.,C'est vous l'a??n??.
You're the oldest.,C'est toi l'a??n??.
You're the oldest.,C'est vous l'a??n??e.
You're the oldest.,C'est toi l'a??n??e.
You're the oldest.,Vous ?¶tes l'a??n??.
You're the oldest.,Vous ?¶tes l'a??n??e.
You're the oldest.,Tu es l'a??n??.
You're the oldest.,Tu es l'a??n??e.
You're the owners.,Vous ?¶tes les propri??taires.
You're the owners.,C'est vous les propri??taires.
You're too humble.,Tu es trop humble.
You're too humble.,Vous ?¶tes trop modeste.
You're too polite.,Tu es trop poli.
You're too polite.,Tu es trop polie.
You're too polite.,Vous ?¶tes trop poli.
You're too polite.,Vous ?¶tes trop polie.
You're too polite.,Vous ?¶tes trop polis.
You're too polite.,Vous ?¶tes trop polies.
You're too skinny.,Vous ?¶tes trop maigrichon.
You're too skinny.,Vous ?¶tes trop maigre.
You're too skinny.,Vous ?¶tes trop maigrichonne.
You're too skinny.,Vous ?¶tes trop maigrichons.
You're too skinny.,Vous ?¶tes trop maigrichonnes.
You're too skinny.,Vous ?¶tes trop maigres.
You're too skinny.,Tu es trop maigre.
You're too skinny.,Tu es trop maigrichon.
You're too skinny.,Tu es trop maigrichonne.
You're very angry.,Vous ?¶tes fort en col??re.
You're very angry.,Tu es fort en col??re.
You're very angry.,Vous ?¶tes tr??s en col??re.
You're very angry.,Tu es tr??s en col??re.
You're very brave.,Tu es tr??s courageux.
You're very brave.,Tu es tr??s brave.
You're very brave.,Vous ?¶tes tr??s courageux.
You're very brave.,Vous ?¶tes tr??s courageuse.
You're very brave.,Vous ?¶tes tr??s courageuses.
You're very brave.,Vous ?¶tes fort brave.
You're very brave.,Vous ?¶tes tr??s brave.
You're very brave.,Vous ?¶tes fort braves.
You're very brave.,Vous ?¶tes tr??s braves.
You're very brave.,Tu es fort brave.
You're very brave.,Tu es fort courageux.
You're very brave.,Tu es tr??s courageuse.
You're very brave.,Tu es fort courageuse.
You're very brave.,Vous ?¶tes fort courageux.
You're very brave.,Vous ?¶tes fort courageuse.
You're very brave.,Vous ?¶tes fort courageuses.
You're very funny.,Tu es tr??s dr??le.
You're very funny.,Tu es fort dr??le.
You're very funny.,Vous ?¶tes tr??s dr??le.
You're very funny.,Vous ?¶tes tr??s dr??les.
You're very funny.,Vous ?¶tes fort dr??le.
You're very funny.,Vous ?¶tes fort dr??les.
You're very funny.,Vous ?¶tes tr??s marrant.
You're very funny.,Vous ?¶tes tr??s marrante.
You're very funny.,Vous ?¶tes tr??s marrants.
You're very funny.,Vous ?¶tes tr??s marrantes.
You're very funny.,Tu es tr??s marrant.
You're very funny.,Tu es tr??s marrante.
You're very sharp.,Tu es tr??s vif.
You're very sharp.,Tu es tr??s vive.
You're very sharp.,Vous ?¶tes tr??s vif.
You're very sharp.,Vous ?¶tes tr??s vifs.
You're very sharp.,Vous ?¶tes tr??s vive.
You're very sharp.,Vous ?¶tes tr??s vives.
You're very smart.,Tu es tr??s intelligent.
You're very smart.,Tu es tr??s intelligente.
You're very smart.,Vous ?¶tes tr??s sages.
You're very timid.,Tu es tr??s timide.
You're very timid.,Tu es fort timide.
You're very timid.,Vous ?¶tes tr??s timide.
You're very timid.,Vous ?¶tes tr??s timides.
You're very timid.,Vous ?¶tes fort timide.
You're very timid.,Vous ?¶tes fort timides.
You're very timid.,Vous ?¶tes fort craintif.
You're very timid.,Vous ?¶tes fort craintive.
You're very timid.,Vous ?¶tes fort craintifs.
You're very timid.,Vous ?¶tes fort craintives.
You're very timid.,Vous ?¶tes tr??s craintive.
You're very timid.,Vous ?¶tes tr??s craintif.
You're very timid.,Vous ?¶tes tr??s craintives.
You're very timid.,Vous ?¶tes tr??s craintifs.
You're very timid.,Tu es fort craintif.
You're very timid.,Tu es fort craintive.
You're very timid.,Tu es tr??s craintif.
You're very timid.,Tu es tr??s craintive.
You're very timid.,Tu es tr??s peureux.
You're very timid.,Tu es tr??s peureuse.
You're very timid.,Vous ?¶tes tr??s peureux.
You're very timid.,Vous ?¶tes tr??s peureuse.
You're very timid.,Vous ?¶tes tr??s peureuses.
You're very upset.,Tu es tr??s contrari??.
You're very upset.,Tu es tr??s contrari??e.
You're very upset.,Tu es fort contrari??.
You're very upset.,Tu es fort contrari??e.
You're very upset.,Vous ?¶tes tr??s contrari??.
You're very upset.,Vous ?¶tes tr??s contrari??e.
You're very upset.,Vous ?¶tes tr??s contrari??s.
You're very upset.,Vous ?¶tes tr??s contrari??es.
You're very upset.,Vous ?¶tes fort contrari??.
You're very upset.,Vous ?¶tes fort contrari??e.
You're very upset.,Vous ?¶tes fort contrari??s.
You're very upset.,Vous ?¶tes fort contrari??es.
You've been great.,T'as ??t?? super !
You've been great.,Vous avez ??t?? super !
You've got cancer.,Tu as le cancer.
You've had enough.,Vous en avez eu assez.
You've had enough.,Tu en as eu assez.
Your book is here.,Ton livre est ici.
Your face is pale.,Ton visage est p?õle.
"Your name, please.","Votre nom, s'il vous pla??t."
Your time is over.,Ton temps est ??coul??.
Your time is over.,Ton temps est pass??.
Your tire is flat.,Ton pneu est crev??.
Your tire is flat.,Votre pneu est crev??.
Your wife is here.,Votre femme est ici.
Your wife is here.,Ta femme est ici.
A cat has two ears.,Un chat a deux oreilles.
A cat scratched me.,Un chat m'a griff??.
A child is missing.,Un enfant manque.
A child is missing.,Un enfant est manquant.
A child needs love.,Un enfant a besoin d'amour.
A guard is outside.,Un garde se trouve ?ˇ l'ext??rieur.
A lot has happened.,Il s'est pass?? beaucoup de choses.
A revolt broke out.,Une r??volte ??clata.
A storm is brewing.,Une temp?¶te se pr??pare.
Admission was free.,L'entr??e ??tait gratuite.
All apples are red.,Toutes les pommes sont rouges.
All my plants died.,Toutes mes plantes sont mortes.
All of us like her.,Nous l'aimons tous.
All of us stood up.,Nous nous sommes tous mis debout.
All of us stood up.,Nous nous sommes toutes mises debout.
Am I bothering you?,Est-ce que je te d??range ?
Am I bothering you?,Est-ce que je vous d??range ?
Am I seeing things?,Ai-je des visions ?
Answer my question.,R??ponds ?ˇ ma question !
Answer my question.,R??pondez ?ˇ ma question !
Anyone can do that.,N'importe qui peut faire ??a.
Are meals included?,Les repas sont-ils inclus?ˇ?
Are these for sale?,Sont-ils ?ˇ vendreÉ???
Are they all ready?,Sont-ils tous pr?¶ts?ˇ?
Are they all ready?,Est-ce qu'elles sont pr?¶tes?ˇ?
Are they satisfied?,Sont-ils contents ?
Are they satisfied?,Sont-elles contentes ?
Are they satisfied?,Sont-ils content??s ?
Are they satisfied?,Sont-elles content??es ?
Are we ready to go?,Sommes-nous pr?¶ts ?ˇ partir ?
Are we ready to go?,Sommes-nous pr?¶tes ?ˇ partir ?
Are we ready to go?,Sommes-nous pr?¶ts ?ˇ y aller ?
Are we ready to go?,Sommes-nous pr?¶tes ?ˇ y aller ?
Are you a Buddhist?,Es-tu bouddhiste ?
Are you a believer?,Es-tu croyant?ˇ?
Are you a criminal?,Es-tu un criminel ?
Are you a criminal?,Es-tu une criminelle ?
Are you a criminal?,??tes-vous un criminel ?
Are you a criminal?,??tes-vous une criminelle ?
Are you about done?,Avez-vous bient??t fini ?
Are you about done?,As-tu bient??t fini ?
Are you about done?,En as-tu bient??t termin?? ?
Are you about done?,En as-tu bient??t fini ?
Are you about done?,En avez-vous bient??t termin?? ?
Are you about done?,En avez-vous bient??t fini ?
Are you better now?,Tu vas mieux maintenant ?
Are you better now?,Vous allez mieux maintenant ?
Are you both crazy?,??tes-vous tous deux fous ?
Are you both crazy?,??tes-vous toutes deux folles ?
Are you busy today?,Es-tu occup?? aujourd'huiÉ???
Are you courageous?,Es-tu courageux?ˇ?
Are you courageous?,Es-tu courageuse?ˇ?
Are you courageous?,??tes-vous courageux?ˇ?
Are you courageous?,??tes-vous courageuse ?
Are you courageous?,??tes-vous courageuses ?
Are you feeling OK?,Vous vous sentez bienÉ???
Are you feeling OK?,Tu te sens bienÉ???
Are you free today?,Est-ce que tu es libre aujourd'hui?ˇ?
Are you free today?,Est-ce que vous ?¶tes libre aujourd'hui ?
Are you frightened?,Es-tu effray???ˇ?
Are you frightened?,Es-tu effray??e?ˇ?
Are you frightened?,??tes-vous effray???ˇ?
Are you frightened?,??tes-vous effray??e ?
Are you frightened?,??tes-vous effray??s ?
Are you frightened?,??tes-vous effray??es ?
"Are you going, too?",Y vas-tu ??galement ?
"Are you going, too?",Y allez-vous ??galement ?
"Are you going, too?",Pars-tu aussi ?
"Are you going, too?",Partez-vous aussi ?
Are you guys armed?,??tes-vous arm??s ?
Are you guys armed?,??tes-vous arm??es ?
Are you happy here?,Es-tu heureux ici?ˇ?
Are you happy here?,Es-tu heureuse ici ?
Are you happy here?,??tes-vous heureux ici?ˇ?
Are you happy here?,??tes-vous heureuse ici ?
Are you happy here?,??tes-vous heureuses ici ?
Are you having fun?,Vous amusez-vous bien ?
Are you having fun?,T'amuses-tu bien ?
Are you having fun?,Vous divertissez-vous bien ?
Are you having fun?,Passes-tu du bon temps ?
Are you having fun?,Passez-vous du bon temps ?
Are you having fun?,Vous amusez-vous ?
Are you having fun?,Tu t'amuses bienÉ???
Are you having fun?,Vous vous amusez bienÉ???
Are you having fun?,Vous vous amusez bien ?
Are you here alone?,Es-tu seul ici ?
Are you here alone?,??tes-vous seul ici ?
Are you here alone?,??tes-vous seule ici ?
Are you here alone?,??tes-vous seuls ici ?
Are you here alone?,??tes-vous seules ici ?
Are you here alone?,Es-tu seule ici ?
Are you here often?,??tes-vous souvent ici ?
Are you hungry now?,As-tu faim maintenantÉ???
Are you in a hurry?,Est-ce que vous ?¶tes press??É???
Are you in a hurry?,Tu es press?? ?
Are you in a hurry?,??tes-vous press??s ?
Are you in trouble?,As-tu des probl??mes ?
Are you in trouble?,??tes-vous en difficult?? ?
Are you interested?,Es-tu int??ress???ˇ?
Are you interested?,Es-tu int??ress??e ?
Are you interested?,??tes-vous int??ress???ˇ?
Are you interested?,??tes-vous int??ress??s ?
Are you interested?,??tes-vous int??ress??e ?
Are you interested?,??tes-vous int??ress??es ?
Are you kidding me?,Tu plaisantes ?
Are you kidding me?,Vous vous moquez de moi ?
Are you mocking me?,Vous vous moquez de moi ?
Are you mocking me?,Tu te moques de moi ?
Are you on holiday?,Es-tu en vacances ?
Are you on holiday?,??tes-vous en vacances ?
Are you productive?,Es-tu productif?ˇ?
Are you productive?,Es-tu productive?ˇ?
Are you productive?,??tes-vous productif?ˇ?
Are you productive?,??tes-vous productifs ?
Are you productive?,??tes-vous productive ?
Are you productive?,??tes-vous productives ?
Are you registered?,??tes-vous inscrit ?
Are you registered?,??tes-vous inscrite ?
Are you registered?,Es-tu inscrit ?
Are you registered?,Es-tu inscrite ?
Are you registered?,??tes-vous inscrits ?
Are you still sick?,Es-tu toujours malade?ˇ?
Are you still sick?,??tes-vous toujours malade?ˇ?
Are you sure of it?,En es-tu s?Øre ?
Are you sure of it?,En ?¶tes-vous s?Ør ?
Are you sure of it?,En ?¶tes-vous s?Øres ?
Are you sure of it?,En ?¶tes-vous s?Øre ?
Are you sure of it?,En ?¶tes-vous s?Ørs ?
Are you using that?,Est-ce que vous utilisez cela?ˇ?
Are you vegetarian?,Es-tu v??g??tarienne ?
Are you vegetarian?,Es-tu v??g??tarien ?
Are you vegetarian?,??tes-vous v??g??tarien?ˇ?
Are you vegetarian?,??tes-vous v??g??tariens ?
Are you vegetarian?,??tes-vous v??g??tarienne ?
Are you vegetarian?,??tes-vous v??g??tariennes ?
Aren't you thirsty?,N'avez-vous pas soifÉ???
Aren't you thirsty?,N'as-tu pas soif ?
Ask her for advice.,Demande-lui conseil.
Ask him for advice.,Demande-lui conseil.
Attendance is free.,La participation est gratuite.
Beer contains hops.,La bi??re contient du houblon.
Better him than me.,Plut??t lui que moi.
Birds are chirping.,Les oiseaux chantent.
Both girls laughed.,Les deux filles ont ri.
Both girls laughed.,Les deux rirent.
Both men were shot.,Les deux hommes ont ??t?? abattus.
